Date,Close_TSLA,SMA_10,Signal,Daily_Returns,Strategy_Returns,Cumulative_Strategy_Returns,Cumulative_Market_Returns
2024-01-16 00:00:00+00:00,219.91000366210935,233.76600036621093,0,,,,
2024-01-17 00:00:00+00:00,215.5500030517578,230.4790008544922,0,-0.019826295019532925,-0.0,1.0,0.9801737049804671
2024-01-18 00:00:00+00:00,211.8800048828125,227.8220016479492,0,-0.017026203279914,-0.0,1.0,0.9634850682298431
2024-01-19 00:00:00+00:00,212.19000244140625,225.2480026245117,0,0.0014630807600990448,0.0,1.0,0.9648947246958129
2024-01-22 00:00:00+00:00,208.8000030517578,222.3790023803711,0,-0.015976244642273096,-0.0,1.0,0.9494793305200339
2024-01-23 00:00:00+00:00,209.13999938964844,219.2480026245117,0,0.0016283349277841364,0.0,1.0,0.9510254008771287
2024-01-24 00:00:00+00:00,207.8300018310547,216.53500213623047,0,-0.006263735117226887,-0.0,1.0,0.9450684296762799
2024-01-25 00:00:00+00:00,182.6300048828125,211.40400238037108,0,-0.12125293136804816,-0.0,1.0,0.8304761122346329
2024-01-26 00:00:00+00:00,183.25,207.0070022583008,0,0.0033948152034783963,0.0,1.0,0.8332954251665726
2024-01-29 00:00:00+00:00,190.92999267578125,204.21100158691405,0,0.04190991910385411,0.0,1.0,0.8682187690249153
2024-01-30 00:00:00+00:00,191.58999633789065,201.37900085449215,0,0.0034567835721344142,0.0,1.0,0.8712200134026994
2024-01-31 00:00:00+00:00,187.2899932861328,198.5529998779297,0,-0.02244377647032414,-0.0,1.0,0.8516665461654164
2024-02-01 00:00:00+00:00,188.8600006103516,196.2509994506836,0,0.008382761388752824,0.0,1.0,0.8588058636047043
2024-02-02 00:00:00+00:00,187.91000366210935,193.8229995727539,0,-0.0050301649114268265,-0.0,1.0,0.8544859284838724
2024-02-05 00:00:00+00:00,181.05999755859372,191.0489990234375,0,-0.03645365318513305,-0.0,1.0,0.8233367947953449
2024-02-06 00:00:00+00:00,185.1000061035156,188.6449996948242,0,0.0223130928940527,0.0,1.0,0.8417079851807051
2024-02-07 00:00:00+00:00,187.5800018310547,186.61999969482423,1,0.013398139631352501,0.0,1.0,0.8529853062949806
2024-02-08 00:00:00+00:00,189.55999755859372,187.31299896240236,1,0.010555473441792307,0.010555473441792307,1.0105554734417923,0.8619889700418163
2024-02-09 00:00:00+00:00,193.57000732421875,188.34499969482425,1,0.02115430374167171,0.02115430374167171,1.031933070874789,0.8802237465360516
2024-02-12 00:00:00+00:00,188.1300048828125,188.06500091552732,1,-0.028103539988478476,-0.028103539988478476,1.0029320985520258,0.8554863432764673
2024-02-13 00:00:00+00:00,184.0200042724609,187.3080017089844,0,-0.021846598116614824,-0.021846598116614824,0.9810214440567065,0.836796876940654
2024-02-14 00:00:00+00:00,188.7100067138672,187.45000305175785,1,0.025486372853585237,0.0,0.9810214440567065,0.8581237941490791
2024-02-15 00:00:00+00:00,200.4499969482422,188.60900268554687,1,0.06221180550417671,0.06221180550417671,1.042052559329789,0.9115092247291878
2024-02-16 00:00:00+00:00,199.9499969482422,189.81300201416016,1,-0.0024943876658132247,-0.0024943876658132247,1.0394532762786677,0.9092355673617484
2024-02-20 00:00:00+00:00,193.75999450683597,191.0830017089844,1,-0.03095775211743823,-0.03095775211743823,1.0072741394139737,0.8810876780510051
2024-02-21 00:00:00+00:00,194.7700042724609,192.0500015258789,1,0.005212684735028228,0.005212684735028228,1.0125247419444856,0.885680510340603
2024-02-22 00:00:00+00:00,197.41000366210935,193.0330017089844,1,0.013554445406056326,0.013554445406056326,1.0262489532814534,0.8976854184652229
2024-02-23 00:00:00+00:00,191.97000122070312,193.2740020751953,0,-0.027556873210526023,-0.027556873210526023,0.9979687409934414,0.8729480152056387
2024-02-26 00:00:00+00:00,199.3999938964844,193.85700073242188,1,0.03870392576202164,0.0,0.9979687409934414,0.9067345303802619
2024-02-27 00:00:00+00:00,199.72999572753903,195.01699981689453,1,0.001654974128163511,0.001654974128163511,0.9996203534405014,0.9082351525691537
2024-02-28 00:00:00+00:00,202.0399932861328,196.81899871826167,1,0.01156560160219966,0.01156560160219966,1.0111815642018442,0.9187394385048815
2024-02-29 00:00:00+00:00,201.8800048828125,198.13599853515623,1,-0.0007918650199801869,-0.0007918650199801869,1.010380844892304,0.9180119208810532
2024-03-01 00:00:00+00:00,202.63999938964844,198.3549987792969,1,0.003764585340074067,0.003764585340074067,1.014184509808877,0.9214678551004153
2024-03-04 00:00:00+00:00,188.13999938964844,197.1739990234375,0,-0.07155546804023882,-0.07155546804023882,0.9416140625303427,0.8555317914446701
2024-03-05 00:00:00+00:00,180.7400054931641,195.87200012207032,0,-0.03933237971984116,-0.0,0.9416140625303427,0.8218816901611723
2024-03-06 00:00:00+00:00,176.5399932861328,194.0489990234375,0,-0.02323786698783814,-0.0,0.9416140625303427,0.8027829127654674
2024-03-07 00:00:00+00:00,178.64999389648438,192.172998046875,0,0.011951969472048907,0.0,0.9416140625303427,0.8123777496315228
2024-03-08 00:00:00+00:00,175.33999633789062,190.5099975585937,0,-0.018527834714126334,-0.0,0.9416140625303427,0.797326148960916
2024-03-11 00:00:00+00:00,177.77000427246094,188.3469985961914,0,0.013858834181150304,0.0,0.9416140625303427,0.8083761598476605
2024-03-12 00:00:00+00:00,177.5399932861328,186.1279983520508,0,-0.0012938683737420131,-0.0,0.9416140625303427,0.8073302275003467
2024-03-13 00:00:00+00:00,169.47999572753906,182.87199859619145,0,-0.04539820808488959,-0.0,0.9416140625303427,0.7706788818390646
2024-03-14 00:00:00+00:00,162.5,178.93399810791016,0,-0.04118477639544138,-0.0,0.9416140625303427,0.738938644417834
2024-03-15 00:00:00+00:00,163.57000732421875,175.0269989013672,0,0.006584660456730784,0.0,0.9416140625303427,0.7438043044896824
2024-03-18 00:00:00+00:00,173.8000030517578,173.59299926757814,1,0.06254200201423088,0.0,0.9416140625303427,0.7903233147992696
2024-03-19 00:00:00+00:00,171.32000732421875,172.6509994506836,0,-0.014269250195585559,-0.014269250195585559,0.9281779358844156,0.7790459936849944
2024-03-20 00:00:00+00:00,175.66000366210938,172.56300048828126,1,0.025332688257929448,0.0,0.9281779358844156,0.7987813229816052
2024-03-21 00:00:00+00:00,172.82000732421875,171.9800018310547,1,-0.016167575308454918,-0.016167575308454918,0.913171549206358,0.7858669657873129
2024-03-22 00:00:00+00:00,170.8300018310547,171.52900238037108,0,-0.01151490226146512,-0.01151490226146512,0.9026564680692961,0.7768177844857578
2024-03-25 00:00:00+00:00,172.6300048828125,171.01500244140624,1,0.010536808713131895,0.0,0.9026564680692961,0.7850029648858431
2024-03-26 00:00:00+00:00,177.6699981689453,171.0280029296875,1,0.029195349264770964,0.029195349264770964,0.9290098389206838,0.807921400619566
2024-03-27 00:00:00+00:00,179.8300018310547,172.06300354003906,1,0.012157391142962881,0.012157391142962881,0.9403041749081035,0.8177436170996685
2024-03-28 00:00:00+00:00,175.7899932861328,173.39200286865236,1,-0.022465709302040393,-0.022465709302040393,0.919179574659123,0.7993724267143083
2024-04-01 00:00:00+00:00,175.22000122070312,174.55700225830077,1,-0.003242460249155976,-0.003242460249155976,0.9161991714264547,0.7967804933964158
2024-04-02 00:00:00+00:00,166.6300048828125,173.84000244140626,0,-0.049024062767074494,-0.049024062767074494,0.8712833657393025,0.7577190764765693
2024-04-03 00:00:00+00:00,168.3800048828125,173.54600219726564,0,0.01050231020055925,0.0,0.8712833657393025,0.7656768772626076
2024-04-04 00:00:00+00:00,171.11000061035156,173.09100189208985,0,0.016213301154368365,0.0,0.8712833657393025,0.7780910270606026
2024-04-05 00:00:00+00:00,164.89999389648438,172.29900054931642,0,-0.036292482565110196,-0.0,0.8712833657393025,0.749852172026937
2024-04-08 00:00:00+00:00,172.97999572753906,172.51399993896484,1,0.04899940648952894,0.0,0.8712833657393025,0.786594483411141
2024-04-09 00:00:00+00:00,176.8800048828125,172.93899993896486,1,0.02254601255405486,0.02254601255405486,0.8909273314414,0.8043290525090789
2024-04-10 00:00:00+00:00,171.75999450683594,172.3479995727539,0,-0.028946236061948905,-0.028946236061948905,0.8651383385914551,0.7810467538836674
2024-04-11 00:00:00+00:00,174.60000610351562,171.825,1,0.01653476762638495,0.0,0.8651383385914551,0.7939611804644762
2024-04-12 00:00:00+00:00,171.0500030517578,171.3510009765625,0,-0.020332204625772565,-0.020332204625772565,0.8475481688616127,0.7778181992783525
2024-04-15 00:00:00+00:00,161.47999572753906,169.97700042724608,0,-0.05594859487563397,-0.0,0.8475481688616127,0.7343003639600328
2024-04-16 00:00:00+00:00,157.11000061035156,169.025,0,-0.027062145360474688,-0.0,0.8475481688616127,0.714428620772297
2024-04-17 00:00:00+00:00,155.4499969482422,167.73199920654298,0,-0.010565868854054306,-0.0,0.8475481688616127,0.706880061659634
2024-04-18 00:00:00+00:00,149.92999267578125,165.61399841308594,0,-0.03550983840996058,-0.0,0.8475481688616127,0.6817788648948775
2024-04-19 00:00:00+00:00,147.0500030517578,163.8289993286133,0,-0.0192088959161848,-0.0,0.8475481688616127,0.6686826456412571
2024-04-22 00:00:00+00:00,142.0500030517578,160.73600006103516,0,-0.03400203941675628,-0.0,0.8475481688616127,0.6459460719668623
2024-04-23 00:00:00+00:00,144.67999267578125,157.51599884033203,0,0.018514534090260826,0.0,0.8475481688616127,0.6579054625367629
2024-04-24 00:00:00+00:00,162.1300048828125,156.5529998779297,1,0.12061109407252757,0.0,0.8475481688616127,0.7372561601696141
2024-04-25 00:00:00+00:00,170.17999267578125,156.11099853515626,1,0.04965143743002587,0.04965143743002587,0.889630153736778,0.7738619882761769
2024-04-26 00:00:00+00:00,168.2899932861328,155.83499755859376,1,-0.011105884774887609,-0.011105884774887609,0.8797500237571118,0.7652675662027163
2024-04-29 00:00:00+00:00,194.0500030517578,159.0919982910156,1,0.1530691710339953,0.1530691710339953,1.0144126306107506,0.8824064381805692
2024-04-30 00:00:00+00:00,183.27999877929688,161.70899810791016,1,-0.05550118063944742,-0.05550118063944742,0.9581115319562863,0.833431839057698
2024-05-01 00:00:00+00:00,179.99000549316406,164.16299896240236,1,-0.017950640048260635,-0.017950640048260635,0.9409128167200514,0.8184712041100134
2024-05-02 00:00:00+00:00,180.00999450683594,167.1709991455078,1,0.0001110562423569661,0.0001110562423569661,0.9410173109618619,0.8185621004464192
2024-05-03 00:00:00+00:00,181.19000244140625,170.58499908447266,1,0.006555235656792835,0.006555235656792835,0.9471859011923385,0.8239279679145648
2024-05-06 00:00:00+00:00,184.75999450683597,174.85599822998046,1,0.01970303006416807,0.01970303006416807,0.9658483334798873,0.8401618454370944
2024-05-07 00:00:00+00:00,177.80999755859375,178.16899871826172,0,-0.03761635178001199,-0.03761635178001199,0.9295166428015695,0.8085580219069886
2024-05-08 00:00:00+00:00,174.72000122070312,179.4279983520508,0,-0.017378079862311324,-0.0,0.9295166428015695,0.7945068360289764
2024-05-09 00:00:00+00:00,171.97000122070312,179.60699920654298,0,-0.01573946875450305,-0.0,0.9295166428015695,0.7820017205080593
2024-05-10 00:00:00+00:00,168.47000122070312,179.625,0,-0.02035238689978358,-0.0,0.9295166428015695,0.7660861189359828
2024-05-13 00:00:00+00:00,171.88999938964844,177.40899963378905,0,0.020300339194899042,0.0,0.9295166428015695,0.781637927002887
2024-05-14 00:00:00+00:00,177.5500030517578,176.83600006103515,1,0.03292805679333921,0.0,0.9295166428015695,0.807375745055066
2024-05-15 00:00:00+00:00,173.99000549316406,176.23600006103516,0,-0.02005067585133169,-0.02005067585133169,0.9108792058983372,0.7911873157007395
2024-05-16 00:00:00+00:00,174.83999633789062,175.71900024414063,0,0.004885285464054867,0.0,0.9108792058983372,0.7950524915934769
2024-05-17 00:00:00+00:00,177.4600067138672,175.34600067138672,1,0.014985188920464187,0.0,0.9108792058983372,0.806966503381691
2024-05-20 00:00:00+00:00,174.9499969482422,174.36500091552733,1,-0.014144086952910362,-0.014144086952910362,0.8979956512065131,0.7955526989897743
2024-05-21 00:00:00+00:00,186.6000061035156,175.24400177001954,1,0.0665905079079252,0.0665905079079252,0.9577936377194629,0.8485289572830241
2024-05-22 00:00:00+00:00,180.11000061035156,175.7830017089844,1,-0.03478030697149992,-0.03478030697149992,0.9244812809842304,0.8190168596745138
2024-05-23 00:00:00+00:00,173.74000549316406,175.96000213623046,0,-0.03536724832380789,-0.03536724832380789,0.8917849219489491,0.79005048701702
2024-05-24 00:00:00+00:00,179.24000549316406,177.03700256347656,1,0.03165649721483632,0.0,0.8917849219489491,0.8150607180588544
2024-05-28 00:00:00+00:00,176.75,177.52300262451172,0,-0.01389201861667555,-0.01389201861667555,0.8793962292111638,0.8037378793898599
2024-05-29 00:00:00+00:00,176.19000244140625,177.38700256347656,0,-0.0031683030189180172,-0.0,0.8793962292111638,0.8011913942401702
2024-05-30 00:00:00+00:00,178.7899932861328,177.86700134277345,1,0.014756744473008343,0.0,0.8793962292111638,0.8130143709189457
2024-05-31 00:00:00+00:00,178.0800018310547,178.19100189208984,0,-0.003971091681523098,-0.003971091681523098,0.8759040661605806,0.8097858163136307
2024-06-03 00:00:00+00:00,176.2899932861328,178.0740005493164,0,-0.0100517100545634,-0.0,0.8759040661605806,0.8016460840817481
2024-06-04 00:00:00+00:00,174.77000427246094,178.05600128173828,0,-0.008622094682395387,-0.0,0.8759040661605806,0.7947342156430237
2024-06-05 00:00:00+00:00,175.0,176.89600067138673,0,0.0013159908560766986,0.0,0.8759040661605806,0.7957800786038213
2024-06-06 00:00:00+00:00,177.94000244140625,176.6790008544922,1,0.01680001395089281,0.0,0.8759040661605806,0.8091491950262081
2024-06-07 00:00:00+00:00,177.47999572753906,177.0529998779297,1,-0.0025851787543875737,-0.0025851787543875737,0.8736396975778605,0.8070573997180965
2024-06-10 00:00:00+00:00,173.7899932861328,176.50799865722655,0,-0.020791089307163446,-0.020791089307163446,0.8554757766032359,0.7902777972445505
2024-06-11 00:00:00+00:00,170.66000366210938,175.8989990234375,0,-0.018010183238054034,-0.0,0.8554757766032359,0.7760447493072105
2024-06-12 00:00:00+00:00,177.2899932861328,176.00899810791014,1,0.03884911216309472,0.0,0.8554757766032359,0.806193398816627
2024-06-13 00:00:00+00:00,182.47000122070312,176.3769989013672,1,0.029217711832219218,0.029217711832219218,0.8804708213234732,0.8297485252242885
